,Pitcher,Primary Pitches,Secondary Pitches,Primary,Secondary,H-Mov,V-Mov,RelHei,RelSide,RelHei Diff,RelSide Diff,H-Mov Diff,V-Mov Diff,MPH Diff,RPM Diff,VAA Diff,HAA Diff,Spin Degree Diff,Usage Rate,Chase Rate,Zone Whiff Rate,Called Strike Rate,wOBAcon
1118,Stripling Ross,"2611    456.0
Name: Pitches, dtype: float64",81.0, FF, SI,"2611   -4.9
Name:  H-Mov, dtype: float64","2611    18.6
Name:  V-Mov, dtype: float64","2611    7.0
Name: V-Rel Pt, dtype: float64","2611   -1.0
Name: H-Rel Pt, dtype: float64",11.8,3.8000000000000003,7.1,4.600000000000001,2.3000000000000114,152.0,1.3000000000000007,1.0,12.2,2.1,46.5,31.599999999999994,14.8,0.264
1119,Stroman Marcus,"2618    478.0
Name: Pitches, dtype: float64",286.0, SI, SL,"2618   -8.6
Name:  H-Mov, dtype: float64","2618    3.3
Name:  V-Mov, dtype: float64","2618    5.2
Name: V-Rel Pt, dtype: float64","2618   -1.1
Name: H-Rel Pt, dtype: float64",13.899999999999999,7.3999999999999995,22.299999999999997,4.1,7.6000000000000085,431.0,1.6000000000000005,2.7,9.3,25.9,29.7,53.2,23.8,0.344
1120,Stroman Marcus,"2618    478.0
Name: Pitches, dtype: float64",203.0, SI, FC,"2618   -8.6
Name:  H-Mov, dtype: float64","2618    3.3
Name:  V-Mov, dtype: float64","2618    5.2
Name: V-Rel Pt, dtype: float64","2618   -1.1
Name: H-Rel Pt, dtype: float64",13.899999999999999,7.5,11.8,1.6999999999999997,3.1000000000000085,336.0,0.40000000000000036,1.8,20.3,19.5,46.6,32.900000000000006,8.4,0.472
1121,Stroman Marcus,"2618    478.0
Name: Pitches, dtype: float64",160.0, SI, FS,"2618   -8.6
Name:  H-Mov, dtype: float64","2618    3.3
Name:  V-Mov, dtype: float64","2618    5.2
Name: V-Rel Pt, dtype: float64","2618   -1.1
Name: H-Rel Pt, dtype: float64",13.8,7.3999999999999995,2.5999999999999996,1.4,4.900000000000006,618.0,1.0,0.7,2.900000000000002,8.5,25.7,23.5,5.0,0.395
1122,Stroman Marcus,"2618    478.0
Name: Pitches, dtype: float64",154.0, SI, FF,"2618   -8.6
Name:  H-Mov, dtype: float64","2618    3.3
Name:  V-Mov, dtype: float64","2618    5.2
Name: V-Rel Pt, dtype: float64","2618   -1.1
Name: H-Rel Pt, dtype: float64",13.8,7.5,4.8999999999999995,9.399999999999999,0.29999999999999716,179.0,1.5,0.7,16.1,4.2,25.4,46.0,24.0,0.294
1123,Strzelecki Peter,"2621    111.0
Name: Pitches, dtype: float64",58.0, FF, SL,"2621   -11.1
Name:  H-Mov, dtype: float64","2621    14.4
Name:  V-Mov, dtype: float64","2621    5.2
Name: V-Rel Pt, dtype: float64","2621   -2.5
Name: H-Rel Pt, dtype: float64",15.899999999999999,8.3,27.799999999999997,11.7,11.0,578.0,2.6000000000000005,3.4999999999999996,,29.7,23.3,60.7,22.4,0.44
1124,Suarez José,"2629    341.0
Name: Pitches, dtype: float64",285.0, FF, CH,"2629    8.8
Name:  H-Mov, dtype: float64","2629    15.7
Name:  V-Mov, dtype: float64","2629    5.3
Name: V-Rel Pt, dtype: float64","2629    2.3
Name: H-Rel Pt, dtype: float64",3.6000000000000005,6.500000000000001,3.0999999999999996,9.799999999999999,10.299999999999997,638.0,2.9000000000000004,0.5999999999999999,,28.9,40.2,41.4,7.7,0.392
1125,Suarez José,"2629    341.0
Name: Pitches, dtype: float64",182.0, FF, CU,"2629    8.8
Name:  H-Mov, dtype: float64","2629    15.7
Name:  V-Mov, dtype: float64","2629    5.3
Name: V-Rel Pt, dtype: float64","2629    2.3
Name: H-Rel Pt, dtype: float64",3.500000000000001,6.4,19.9,23.1,14.899999999999991,504.0,4.500000000000001,2.0999999999999996,,20.0,21.6,52.1,24.2,0.284
1126,Suarez José,"2629    341.0
Name: Pitches, dtype: float64",166.0, FF, SL,"2629    8.8
Name:  H-Mov, dtype: float64","2629    15.7
Name:  V-Mov, dtype: float64","2629    5.3
Name: V-Rel Pt, dtype: float64","2629    2.3
Name: H-Rel Pt, dtype: float64",3.6000000000000005,6.200000000000001,19.9,10.799999999999999,12.599999999999994,396.0,3.0,3.0,,5.2,34.3,34.400000000000006,7.2,0.22
1127,Suarez José,"2629    341.0
Name: Pitches, dtype: float64",93.0, FF, SI,"2629    8.8
Name:  H-Mov, dtype: float64","2629    15.7
Name:  V-Mov, dtype: float64","2629    5.3
Name: V-Rel Pt, dtype: float64","2629    2.3
Name: H-Rel Pt, dtype: float64",3.500000000000001,6.500000000000001,6.299999999999999,5.299999999999999,1.3999999999999915,167.0,1.2000000000000002,0.8999999999999999,,5.4,22.9,46.6,22.6,0.271
1128,Suarez Robert,"2635    185.0
Name: Pitches, dtype: float64",104.0, FF, SI,"2635   -7.0
Name:  H-Mov, dtype: float64","2635    17.5
Name:  V-Mov, dtype: float64","2635    6.1
Name: V-Rel Pt, dtype: float64","2635   -1.4
Name: H-Rel Pt, dtype: float64",13.0,5.6,7.6,3.0,0.5999999999999943,40.0,0.2999999999999998,1.4,15.099999999999998,23.3,24.0,33.3,15.4,0.098
1129,Suarez Robert,"2635    185.0
Name: Pitches, dtype: float64",102.0, FF, CH,"2635   -7.0
Name:  H-Mov, dtype: float64","2635    17.5
Name:  V-Mov, dtype: float64","2635    6.1
Name: V-Rel Pt, dtype: float64","2635   -1.4
Name: H-Rel Pt, dtype: float64",12.9,5.4,9.3,9.0,8.599999999999994,490.0,2.0,1.6,6.6000000000000005,22.8,32.4,39.3,2.0,0.235
1130,Sulser Beau,"2641    121.0
Name: Pitches, dtype: float64",109.0, SI, CH,"2641   -12.9
Name:  H-Mov, dtype: float64","2641    16.4
Name:  V-Mov, dtype: float64","2641    6.1
Name: V-Rel Pt, dtype: float64","2641   -1.7
Name: H-Rel Pt, dtype: float64",18.9,11.1,1.299999999999999,9.599999999999998,9.200000000000003,880.0,2.5,0.2,17.3,32.8,40.6,25.0,6.4,0.508
1131,Sulser Beau,"2641    121.0
Name: Pitches, dtype: float64",74.0, SI, FC,"2641   -12.9
Name:  H-Mov, dtype: float64","2641    16.4
Name:  V-Mov, dtype: float64","2641    6.1
Name: V-Rel Pt, dtype: float64","2641   -1.7
Name: H-Rel Pt, dtype: float64",18.9,11.0,13.6,7.399999999999999,4.700000000000003,1.0,1.0,2.2,22.3,22.3,34.1,45.5,16.2,0.325
1132,Sulser Cole,"2644    202.0
Name: Pitches, dtype: float64",172.0, FF, CH,"2644   -8.0
Name:  H-Mov, dtype: float64","2644    17.8
Name:  V-Mov, dtype: float64","2644    5.8
Name: V-Rel Pt, dtype: float64","2644   -1.6
Name: H-Rel Pt, dtype: float64",13.8,6.2,6.6,12.8,8.799999999999997,697.0,3.5999999999999996,1.1,26.400000000000002,32.0,43.0,31.799999999999997,6.4,0.465
1133,Suter Brent,"2648    444.0
Name: Pitches, dtype: float64",158.0, FF, CH,"2648   -3.4
Name:  H-Mov, dtype: float64","2648    12.9
Name:  V-Mov, dtype: float64","2648    6.2
Name: V-Rel Pt, dtype: float64","2648    2.7
Name: H-Rel Pt, dtype: float64",9.7,6.4,14.3,2.200000000000001,8.799999999999997,599.0,1.8999999999999995,2.0,0.7999999999999972,14.6,32.0,54.5,10.1,0.2
1134,Suárez Ranger,"2654    736.0
Name: Pitches, dtype: float64",371.0, SI, CH,"2654    16.1
Name:  H-Mov, dtype: float64","2654    6.7
Name:  V-Mov, dtype: float64","2654    5.9
Name: V-Rel Pt, dtype: float64","2654    2.3
Name: H-Rel Pt, dtype: float64",10.400000000000002,13.700000000000001,0.7000000000000011,0.7000000000000002,7.199999999999989,354.0,1.2000000000000002,0.19999999999999996,12.600000000000001,23.6,37.1,36.4,5.9,0.329
1135,Suárez Ranger,"2654    736.0
Name: Pitches, dtype: float64",319.0, SI, FF,"2654    16.1
Name:  H-Mov, dtype: float64","2654    6.7
Name:  V-Mov, dtype: float64","2654    5.9
Name: V-Rel Pt, dtype: float64","2654    2.3
Name: H-Rel Pt, dtype: float64",10.200000000000001,13.8,9.700000000000001,4.6000000000000005,0.8000000000000114,33.0,1.2999999999999998,1.5000000000000002,21.1,21.3,20.3,36.1,13.2,0.453
1136,Suárez Ranger,"2654    736.0
Name: Pitches, dtype: float64",93.0, SI, CU,"2654    16.1
Name:  H-Mov, dtype: float64","2654    6.7
Name:  V-Mov, dtype: float64","2654    5.9
Name: V-Rel Pt, dtype: float64","2654    2.3
Name: H-Rel Pt, dtype: float64",10.200000000000001,13.900000000000002,24.5,14.5,15.5,312.0,3.3000000000000007,2.2,,2.2,50.0,51.2,19.4,0.621
1137,Suárez Ranger,"2654    736.0
Name: Pitches, dtype: float64",91.0, SI, FC,"2654    16.1
Name:  H-Mov, dtype: float64","2654    6.7
Name:  V-Mov, dtype: float64","2654    5.9
Name: V-Rel Pt, dtype: float64","2654    2.3
Name: H-Rel Pt, dtype: float64",10.200000000000001,13.900000000000002,16.700000000000003,0.5999999999999996,3.3999999999999915,120.0,0.2999999999999998,2.4000000000000004,,2.2,25.6,39.6,16.5,0.307
1138,Suárez Ranger,"2654    736.0
Name: Pitches, dtype: float64",88.0, SI, SL,"2654    16.1
Name:  H-Mov, dtype: float64","2654    6.7
Name:  V-Mov, dtype: float64","2654    5.9
Name: V-Rel Pt, dtype: float64","2654    2.3
Name: H-Rel Pt, dtype: float64",10.200000000000001,13.8,23.0,5.300000000000001,10.5,221.0,1.9000000000000004,2.7,26.6,9.3,21.2,52.8,13.6,0.488
1139,Swanson Erik,"2657    298.0
Name: Pitches, dtype: float64",135.0, FF, FS,"2657   -10.2
Name:  H-Mov, dtype: float64","2657    18.8
Name:  V-Mov, dtype: float64","2657    6.4
Name: V-Rel Pt, dtype: float64","2657   -0.9
Name: H-Rel Pt, dtype: float64",16.299999999999997,9.0,1.9000000000000004,14.8,10.200000000000003,1123.0,3.2,0.0,28.4,11.9,40.0,47.7,12.6,0.184
1140,Swanson Erik,"2657    298.0
Name: Pitches, dtype: float64",131.0, FF, SL,"2657   -10.2
Name:  H-Mov, dtype: float64","2657    18.8
Name:  V-Mov, dtype: float64","2657    6.4
Name: V-Rel Pt, dtype: float64","2657   -0.9
Name: H-Rel Pt, dtype: float64",16.2,8.7,16.5,12.3,9.0,52.0,2.7,3.0,17.4,19.7,43.4,33.3,8.4,0.534
1141,Swarmer Matt,"2662    388.0
Name: Pitches, dtype: float64",257.0, SL, FF,"2662    7.3
Name:  H-Mov, dtype: float64","2662    3.1
Name:  V-Mov, dtype: float64","2662    6.8
Name: V-Rel Pt, dtype: float64","2662   -1.1
Name: H-Rel Pt, dtype: float64",0.5999999999999996,8.5,11.399999999999999,12.1,8.400000000000006,206.0,3.000000000000001,1.2000000000000002,,39.1,22.2,38.9,15.6,0.451
1142,Syndergaard Noah,"2666    392.0
Name: Pitches, dtype: float64",311.0, SI, CH,"2666   -14.1
Name:  H-Mov, dtype: float64","2666    10.9
Name:  V-Mov, dtype: float64","2666    6.2
Name: V-Rel Pt, dtype: float64","2666   -0.7
Name: H-Rel Pt, dtype: float64",20.2,13.299999999999999,1.200000000000001,2.5999999999999996,5.299999999999997,588.0,1.0,0.20000000000000007,5.400000000000002,18.2,35.5,33.8,7.4,0.405
1143,Syndergaard Noah,"2666    392.0
Name: Pitches, dtype: float64",295.0, SI, SL,"2666   -14.1
Name:  H-Mov, dtype: float64","2666    10.9
Name:  V-Mov, dtype: float64","2666    6.2
Name: V-Rel Pt, dtype: float64","2666   -0.7
Name: H-Rel Pt, dtype: float64",20.3,13.299999999999999,20.2,10.0,9.899999999999991,43.0,1.9999999999999991,3.0,12.600000000000001,16.9,21.8,51.2,21.7,0.358
1144,Syndergaard Noah,"2666    392.0
Name: Pitches, dtype: float64",271.0, SI, FF,"2666   -14.1
Name:  H-Mov, dtype: float64","2666    10.9
Name:  V-Mov, dtype: float64","2666    6.2
Name: V-Rel Pt, dtype: float64","2666   -0.7
Name: H-Rel Pt, dtype: float64",20.4,13.4,8.399999999999999,3.4000000000000004,0.4000000000000057,20.0,0.7999999999999998,1.1,17.5,26.1,31.0,38.6,17.7,0.462
1145,Syndergaard Noah,"2666    392.0
Name: Pitches, dtype: float64",147.0, SI, CU,"2666   -14.1
Name:  H-Mov, dtype: float64","2666    10.9
Name:  V-Mov, dtype: float64","2666    6.2
Name: V-Rel Pt, dtype: float64","2666   -0.7
Name: H-Rel Pt, dtype: float64",20.3,13.4,25.799999999999997,12.700000000000001,17.599999999999994,20.0,3.2,3.1,22.3,9.7,24.3,61.6,22.4,0.264
1146,Sánchez Aníbal,"2672    126.0
Name: Pitches, dtype: float64",109.0, CH, FC,"2672   -12.5
Name:  H-Mov, dtype: float64","2672    8.5
Name:  V-Mov, dtype: float64","2672    5.9
Name: V-Rel Pt, dtype: float64","2672   -0.4
Name: H-Rel Pt, dtype: float64",18.5,12.3,12.5,4.1,8.099999999999994,683.0,2.5,1.6,,22.8,32.3,27.299999999999997,11.9,0.411
1147,Sánchez Aníbal,"2672    126.0
Name: Pitches, dtype: float64",89.0, CH, SI,"2672   -12.5
Name:  H-Mov, dtype: float64","2672    8.5
Name:  V-Mov, dtype: float64","2672    5.9
Name: V-Rel Pt, dtype: float64","2672   -0.4
Name: H-Rel Pt, dtype: float64",18.5,12.3,0.5,4.6,9.5,506.0,2.0999999999999996,0.19999999999999996,,10.5,20.0,40.8,22.5,0.443
1148,Sánchez Aníbal,"2672    126.0
Name: Pitches, dtype: float64",80.0, CH, FF,"2672   -12.5
Name:  H-Mov, dtype: float64","2672    8.5
Name:  V-Mov, dtype: float64","2672    5.9
Name: V-Rel Pt, dtype: float64","2672   -0.4
Name: H-Rel Pt, dtype: float64",18.5,12.3,9.1,8.2,10.399999999999991,644.0,2.8999999999999995,1.4000000000000001,,28.2,21.6,58.6,16.3,0.262
1149,Sánchez Cristopher,"2679    244.0
Name: Pitches, dtype: float64",69.0, SI, CH,"2679    18.0
Name:  H-Mov, dtype: float64","2679    8.4
Name:  V-Mov, dtype: float64","2679    6.2
Name: V-Rel Pt, dtype: float64","2679    1.6
Name: H-Rel Pt, dtype: float64",11.9,16.3,0.8000000000000007,6.800000000000001,8.799999999999997,153.0,1.3999999999999995,0.1,12.6,19.6,26.7,54.2,17.4,0.251
1150,Sánchez Cristopher,"2679    244.0
Name: Pitches, dtype: float64",58.0, SI, SL,"2679    18.0
Name:  H-Mov, dtype: float64","2679    8.4
Name:  V-Mov, dtype: float64","2679    6.2
Name: V-Rel Pt, dtype: float64","2679    1.6
Name: H-Rel Pt, dtype: float64",11.9,16.3,20.0,7.800000000000001,8.199999999999989,135.0,1.5000000000000009,2.7,18.200000000000003,15.6,28.6,30.400000000000006,10.3,0.207
1151,Sánchez Miguel,"2681    110.0
Name: Pitches, dtype: float64",82.0, CH, FF,"2681   -12.6
Name:  H-Mov, dtype: float64","2681    3.2
Name:  V-Mov, dtype: float64","2681    5.9
Name: V-Rel Pt, dtype: float64","2681   -1.3
Name: H-Rel Pt, dtype: float64",18.4,11.299999999999999,5.699999999999999,11.8,5.200000000000003,553.0,2.5,0.8,,38.2,12.5,57.1,25.6,0.344
1152,Taillon Jameson,"2690    668.0
Name: Pitches, dtype: float64",326.0, FF, SL,"2690   -5.6
Name:  H-Mov, dtype: float64","2690    18.1
Name:  V-Mov, dtype: float64","2690    6.1
Name: V-Rel Pt, dtype: float64","2690   -1.4
Name: H-Rel Pt, dtype: float64",11.7,4.1,12.0,14.200000000000001,8.099999999999994,176.0,3.2,1.7000000000000002,31.799999999999997,18.3,30.8,36.5,17.2,0.388
1153,Taillon Jameson,"2690    668.0
Name: Pitches, dtype: float64",285.0, FF, CU,"2690   -5.6
Name:  H-Mov, dtype: float64","2690    18.1
Name:  V-Mov, dtype: float64","2690    6.1
Name: V-Rel Pt, dtype: float64","2690   -1.4
Name: H-Rel Pt, dtype: float64",11.8,4.199999999999999,14.6,28.8,13.0,346.0,5.3,1.7000000000000002,4.5,16.9,28.5,55.1,21.4,0.32
1154,Taillon Jameson,"2690    668.0
Name: Pitches, dtype: float64",259.0, FF, FC,"2690   -5.6
Name:  H-Mov, dtype: float64","2690    18.1
Name:  V-Mov, dtype: float64","2690    6.1
Name: V-Rel Pt, dtype: float64","2690   -1.4
Name: H-Rel Pt, dtype: float64",11.7,4.199999999999999,8.5,5.700000000000001,3.5,149.0,1.5,1.7000000000000002,20.0,7.1,31.1,38.0,12.0,0.388
1155,Taillon Jameson,"2690    668.0
Name: Pitches, dtype: float64",210.0, FF, SI,"2690   -5.6
Name:  H-Mov, dtype: float64","2690    18.1
Name:  V-Mov, dtype: float64","2690    6.1
Name: V-Rel Pt, dtype: float64","2690   -1.4
Name: H-Rel Pt, dtype: float64",11.7,4.199999999999999,7.800000000000001,3.1000000000000014,0.10000000000000853,80.0,1.0999999999999996,1.5,4.4,9.3,43.4,35.599999999999994,15.2,0.259
1156,Taillon Jameson,"2690    668.0
Name: Pitches, dtype: float64",178.0, FF, CH,"2690   -5.6
Name:  H-Mov, dtype: float64","2690    18.1
Name:  V-Mov, dtype: float64","2690    6.1
Name: V-Rel Pt, dtype: float64","2690   -1.4
Name: H-Rel Pt, dtype: float64",11.7,4.1,8.5,7.000000000000002,6.3999999999999915,534.0,2.2,1.4,1.8000000000000007,7.2,35.3,31.599999999999994,9.0,0.373
1157,Tapia Domingo,"2695    109.0
Name: Pitches, dtype: float64",57.0, SI, FF,"2695   -17.3
Name:  H-Mov, dtype: float64","2695    10.0
Name:  V-Mov, dtype: float64","2695    5.5
Name: V-Rel Pt, dtype: float64","2695   -1.8
Name: H-Rel Pt, dtype: float64",22.9,15.700000000000001,5.200000000000001,6.5,0.20000000000000284,121.0,0.9000000000000004,0.7999999999999999,,19.6,32.1,34.5,15.8,0.667
1158,Tate Dillon,"2699    397.0
Name: Pitches, dtype: float64",216.0, SI, CH,"2699   -17.1
Name:  H-Mov, dtype: float64","2699    5.8
Name:  V-Mov, dtype: float64","2699    5.4
Name: V-Rel Pt, dtype: float64","2699   -1.7
Name: H-Rel Pt, dtype: float64",22.200000000000003,15.400000000000002,0.3000000000000007,1.3999999999999995,10.099999999999994,318.0,1.2000000000000002,0.1,15.4,20.1,32.6,43.7,6.5,0.386
1159,Tate Dillon,"2699    397.0
Name: Pitches, dtype: float64",148.0, SI, SL,"2699   -17.1
Name:  H-Mov, dtype: float64","2699    5.8
Name:  V-Mov, dtype: float64","2699    5.4
Name: V-Rel Pt, dtype: float64","2699   -1.7
Name: H-Rel Pt, dtype: float64",22.200000000000003,14.900000000000002,26.1,1.7000000000000002,13.199999999999989,452.0,1.2999999999999998,3.9,4.200000000000001,11.2,29.6,55.2,18.9,0.376
1160,Taylor Blake,"2701    226.0
Name: Pitches, dtype: float64",79.0, FF, SL,"2701   -2.0
Name:  H-Mov, dtype: float64","2701    16.5
Name:  V-Mov, dtype: float64","2701    6.2
Name: V-Rel Pt, dtype: float64","2701    1.3
Name: H-Rel Pt, dtype: float64",8.2,3.3,4.8,17.2,8.199999999999989,101.0,3.1000000000000005,0.6999999999999997,1.4000000000000021,26.0,25.0,45.2,10.1,0.314
1161,Tepera Ryan,"2711    260.0
Name: Pitches, dtype: float64",212.0, SL, FF,"2711    4.6
Name:  H-Mov, dtype: float64","2711    4.5
Name:  V-Mov, dtype: float64","2711    5.8
Name: V-Rel Pt, dtype: float64","2711   -2.1
Name: H-Rel Pt, dtype: float64",1.1000000000000005,6.699999999999999,12.0,12.399999999999999,6.3999999999999915,81.0,2.8999999999999995,2.1,33.2,28.1,14.0,39.5,19.8,0.359
1162,Tepera Ryan,"2711    260.0
Name: Pitches, dtype: float64",115.0, SL, SI,"2711    4.6
Name:  H-Mov, dtype: float64","2711    4.5
Name:  V-Mov, dtype: float64","2711    5.8
Name: V-Rel Pt, dtype: float64","2711   -2.1
Name: H-Rel Pt, dtype: float64",1.1000000000000005,6.8,20.9,7.4,6.700000000000003,100.0,1.7999999999999998,3.6,29.5,19.7,39.1,39.2,16.5,0.101
1163,Tepera Ryan,"2711    260.0
Name: Pitches, dtype: float64",65.0, SL, CH,"2711    4.6
Name:  H-Mov, dtype: float64","2711    4.5
Name:  V-Mov, dtype: float64","2711    5.8
Name: V-Rel Pt, dtype: float64","2711   -2.1
Name: H-Rel Pt, dtype: float64",1.2000000000000002,6.6,15.799999999999999,0.2999999999999998,0.5,1057.0,0.2999999999999998,3.0,16.1,8.9,30.6,25.0,7.7,0.358
1164,Tetreault Jackson,"2715    211.0
Name: Pitches, dtype: float64",116.0, FF, FC,"2715   -9.1
Name:  H-Mov, dtype: float64","2715    14.3
Name:  V-Mov, dtype: float64","2715    5.8
Name: V-Rel Pt, dtype: float64","2715   -2.4
Name: H-Rel Pt, dtype: float64",15.0,6.8,11.899999999999999,9.0,8.0,24.0,2.3,1.5000000000000002,,31.8,31.0,44.8,17.2,0.424
1165,Thielbar Caleb,"2718    322.0
Name: Pitches, dtype: float64",171.0, FF, CU,"2718    3.1
Name:  H-Mov, dtype: float64","2718    19.4
Name:  V-Mov, dtype: float64","2718    6.1
Name: V-Rel Pt, dtype: float64","2718    0.3
Name: H-Rel Pt, dtype: float64",2.9999999999999996,2.9,13.799999999999999,35.8,19.799999999999997,167.0,7.0,1.3,2.5,20.8,35.0,50.0,15.8,0.436
1166,Thielbar Caleb,"2718    322.0
Name: Pitches, dtype: float64",158.0, FF, SL,"2718    3.1
Name:  H-Mov, dtype: float64","2718    19.4
Name:  V-Mov, dtype: float64","2718    6.1
Name: V-Rel Pt, dtype: float64","2718    0.3
Name: H-Rel Pt, dtype: float64",2.8000000000000003,2.5,17.900000000000002,17.599999999999998,11.599999999999994,77.0,3.5,2.4,14.899999999999999,28.0,25.0,53.5,19.0,0.203
1167,Thompson Keegan,"2723    714.0
Name: Pitches, dtype: float64",359.0, FF, FC,"2723   -4.5
Name:  H-Mov, dtype: float64","2723    17.3
Name:  V-Mov, dtype: float64","2723    5.8
Name: V-Rel Pt, dtype: float64","2723   -1.5
Name: H-Rel Pt, dtype: float64",10.3,3.0,9.6,8.8,3.5,183.0,1.5,1.2,29.9,24.3,24.4,36.1,11.1,0.339
1168,Thompson Keegan,"2723    714.0
Name: Pitches, dtype: float64",265.0, FF, CU,"2723   -4.5
Name:  H-Mov, dtype: float64","2723    17.3
Name:  V-Mov, dtype: float64","2723    5.8
Name: V-Rel Pt, dtype: float64","2723   -1.5
Name: H-Rel Pt, dtype: float64",10.3,3.1,12.5,30.700000000000003,12.099999999999994,207.0,5.1000000000000005,1.2,3.799999999999999,19.1,33.5,44.6,16.6,0.401
1169,Thompson Keegan,"2723    714.0
Name: Pitches, dtype: float64",88.0, FF, SI,"2723   -4.5
Name:  H-Mov, dtype: float64","2723    17.3
Name:  V-Mov, dtype: float64","2723    5.8
Name: V-Rel Pt, dtype: float64","2723   -1.5
Name: H-Rel Pt, dtype: float64",10.2,3.0,8.2,4.0,0.4000000000000057,12.0,0.7000000000000002,1.2,,3.9,29.5,47.7,17.0,0.228
1170,Thompson Keegan,"2723    714.0
Name: Pitches, dtype: float64",83.0, FF, CH,"2723   -4.5
Name:  H-Mov, dtype: float64","2723    17.3
Name:  V-Mov, dtype: float64","2723    5.8
Name: V-Rel Pt, dtype: float64","2723   -1.5
Name: H-Rel Pt, dtype: float64",10.1,3.0,10.5,6.4,7.5,230.0,1.9000000000000004,1.0999999999999999,7.4,4.1,21.8,46.4,9.6,0.203
1171,Thompson Keegan,"2723    714.0
Name: Pitches, dtype: float64",62.0, FF, SL,"2723   -4.5
Name:  H-Mov, dtype: float64","2723    17.3
Name:  V-Mov, dtype: float64","2723    5.8
Name: V-Rel Pt, dtype: float64","2723   -1.5
Name: H-Rel Pt, dtype: float64",10.3,3.0,15.9,15.4,9.299999999999997,363.0,3.7,2.5999999999999996,,2.4,27.5,36.4,3.2,0.251
1172,Thompson Ryan,"2732    284.0
Name: Pitches, dtype: float64",230.0, SI, SL,"2732   -15.9
Name:  H-Mov, dtype: float64","2732   -7.3
Name:  V-Mov, dtype: float64","2732    3.7
Name: V-Rel Pt, dtype: float64","2732   -3.5
Name: H-Rel Pt, dtype: float64",19.6,12.4,29.5,16.9,10.700000000000003,151.0,1.0,3.9000000000000004,5.099999999999998,38.3,31.5,53.9,20.4,0.323
1173,Thompson Ryan,"2732    284.0
Name: Pitches, dtype: float64",67.0, SI, FF,"2732   -15.9
Name:  H-Mov, dtype: float64","2732   -7.3
Name:  V-Mov, dtype: float64","2732    3.7
Name: V-Rel Pt, dtype: float64","2732   -3.5
Name: H-Rel Pt, dtype: float64",19.9,12.5,2.3000000000000007,13.399999999999999,1.5,170.0,2.0000000000000004,0.7,5.200000000000003,11.9,26.3,27.599999999999994,3.0,0.18
1174,Thompson Zach,"2736    549.0
Name: Pitches, dtype: float64",348.0, FC, SI,"2736    3.3
Name:  H-Mov, dtype: float64","2736    3.8
Name:  V-Mov, dtype: float64","2736    6.6
Name: V-Rel Pt, dtype: float64","2736   -0.9
Name: H-Rel Pt, dtype: float64",3.4000000000000004,4.1,13.3,4.2,5.799999999999997,357.0,0.9000000000000004,2.4,11.799999999999997,16.3,26.6,38.2,21.8,0.304
1175,Thompson Zach,"2736    549.0
Name: Pitches, dtype: float64",250.0, FC, CU,"2736    3.3
Name:  H-Mov, dtype: float64","2736    3.8
Name:  V-Mov, dtype: float64","2736    6.6
Name: V-Rel Pt, dtype: float64","2736   -0.9
Name: H-Rel Pt, dtype: float64",3.3,4.2,1.0,13.399999999999999,9.299999999999997,318.0,2.799999999999999,0.5,11.500000000000002,16.5,27.0,60.4,15.6,0.307
1176,Thompson Zach,"2736    549.0
Name: Pitches, dtype: float64",230.0, FC, FF,"2736    3.3
Name:  H-Mov, dtype: float64","2736    3.8
Name:  V-Mov, dtype: float64","2736    6.6
Name: V-Rel Pt, dtype: float64","2736   -0.9
Name: H-Rel Pt, dtype: float64",3.4000000000000004,4.1,5.699999999999999,10.399999999999999,5.900000000000006,205.0,2.4000000000000004,1.3,11.100000000000001,20.2,27.0,44.4,15.7,0.273
1177,Thompson Zach,"2736    549.0
Name: Pitches, dtype: float64",167.0, FC, CH,"2736    3.3
Name:  H-Mov, dtype: float64","2736    3.8
Name:  V-Mov, dtype: float64","2736    6.6
Name: V-Rel Pt, dtype: float64","2736   -0.9
Name: H-Rel Pt, dtype: float64",3.1000000000000005,4.4,15.399999999999999,1.7000000000000002,0.7000000000000028,723.0,0.40000000000000036,2.5,5.199999999999999,11.7,36.8,26.200000000000003,5.4,0.483
1178,Thompson Zack,"2742    192.0
Name: Pitches, dtype: float64",124.0, FF, CU,"2742    7.4
Name:  H-Mov, dtype: float64","2742    15.9
Name:  V-Mov, dtype: float64","2742    5.9
Name: V-Rel Pt, dtype: float64","2742    1.2
Name: H-Rel Pt, dtype: float64",1.3000000000000007,6.300000000000001,15.0,33.9,19.799999999999997,788.0,6.1,1.4,,34.3,25.0,43.7,21.8,0.136
1179,Thornburg Tyler,"2745    210.0
Name: Pitches, dtype: float64",78.0, FF, CU,"2745   -6.5
Name:  H-Mov, dtype: float64","2745    19.1
Name:  V-Mov, dtype: float64","2745    5.8
Name: V-Rel Pt, dtype: float64","2745   -1.5
Name: H-Rel Pt, dtype: float64",12.3,4.9,14.7,34.8,17.400000000000006,211.0,5.699999999999999,1.8000000000000003,0.7999999999999998,23.6,28.3,62.5,25.6,0.375
